,Composer,Title,Measure,Beat,Pattern,Key,CadType,Tone,CVFs,LeadingTones,Sounding,Low,RelLow,RelTone,Progress,SinceLast,ToNext
168.0,Robert White,In Nomine IV,22,1.0,BC1,^BC(1|3)x?z?$,Authentic,B-,CB,1.0,4.0,B-2,-M6,m3,0.375,24.0,32.0
200.0,Robert White,In Nomine IV,26,1.0,C1t2x,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,E-,tCx,1.0,3.0,E-4,m6,m6,0.44642857142857145,32.0,28.0
228.0,Robert White,In Nomine IV,29,3.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,4.0,C3,-P5,,0.5089285714285714,28.0,4.0
232.0,Robert White,In Nomine IV,30,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,B-,CT,1.0,4.0,B-2,-M6,m3,0.5178571428571429,4.0,40.0
272.0,Robert White,In Nomine IV,35,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,CT,1.0,3.0,G2,-P8,P8,0.6071428571428571,40.0,32.0
304.0,Robert White,In Nomine IV,39,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,TC,1.0,3.0,G2,-P8,P8,0.6785714285714286,32.0,16.0
320.0,Robert White,In Nomine IV,41,1.0,BC1,^BC(1|3)x?z?$,Authentic,C,CB,1.0,3.0,C3,-P5,P4,0.7142857142857143,16.0,16.0
336.0,Robert White,In Nomine IV,43,1.0,BC1,^BC(1|3)x?z?$,Authentic,C,TCB,1.0,4.0,C3,-P5,P4,0.75,16.0,16.0
352.0,Robert White,In Nomine IV,45,1.0,BC1,^BC(1|3)x?z?$,Authentic,B-,CB,1.0,2.0,B-2,-M6,m3,0.7857142857142857,16.0,40.0
392.0,Robert White,In Nomine IV,50,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,F,CT,1.0,4.0,F3,-M2,m7,0.875,40.0,64.0
96.0,William Whytbroke,In Nomine,13,1.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,D,CT,1.0,4.0,D3,P5,P5,0.21621621621621623,96.0,8.0
104.0,William Whytbroke,In Nomine,14,1.0,T-2c-2,^T-2c(-1|-2|4|5)x?z?$,Evaded Clausula Vera,,Tc,-1.0,3.0,D3,P5,,0.23423423423423423,8.0,38.0
142.0,William Whytbroke,In Nomine,18,4.0,T-1c-2,T-1c-2,,,Tc,,4.0,D3,P5,,0.31981981981981983,38.0,2.0
144.0,William Whytbroke,In Nomine,19,1.0,C3T-2,^C(1|3)T-2x?z?$,Clausula Vera,C,CT,1.0,4.0,C3,P4,P4,0.32432432432432434,2.0,96.0
240.0,William Whytbroke,In Nomine,31,1.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,D,CT,1.0,4.0,D3,P5,P5,0.5405405405405406,96.0,98.0
338.0,William Whytbroke,In Nomine,43,2.0,T-2c-1,^T-2c(-1|-2|4|5)x?z?$,Evaded Clausula Vera,,Tc,-1.0,4.0,D3,P5,,0.7612612612612613,98.0,80.0
418.0,William Whytbroke,In Nomine,53,2.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,B-,TC,1.0,4.0,F2,-M2,m3,0.9414414414414415,80.0,6.0
424.0,William Whytbroke,In Nomine,54,1.0,C1b,^C(1|3)b$,Evaded Authentic,B-,Cb,1.0,3.0,G2,P1,m3,0.954954954954955,6.0,16.0
440.0,William Whytbroke,In Nomine,56,1.0,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,G,CT,0.0,4.0,G2,P1,P8,0.990990990990991,16.0,8.0
